num,bug.id,treatment,temp,block,date.hatch,date.died,timepoint.died,hour.died,died,sacrifice,date.3,bin,date.ovp,time.ovp,num.ovp,wasp.gen,suc.ovp,date.4,timepoint.4,hour.4,age.4,mass.4,date.5,timepoint.5,hour.5,age.5,mass.5,date.wander,timepoint.wander,hour.wander,mass.wander,age.wander,date.em,timepoint.em,hour.em,instar.em,age.em,mass.befem,bled.em,num.em,num.coc,num.fail.spin,num.unem,load,time.T0,age.T0,instar.T0,mass.T0,diet.cat.in.T0,diet.cont.in.T0,date.T1,time.T1,d.time1,age.T1,T1.expct,instar.T1,mass.T1,chng.mass.T1,frass.T1,fed.T1,diet.cat.out.T0,diet.cont.out.T0,sacrifice.T1,diet.cat.in.T1,diet.cont.in.T1,date.T2,time.T2,mass.T2,chng.mass.T2,d.time2,age.T2,T2.expct,instar.T2,fed.T2,frass.T2,diet.cat.out.T1,diet.cont.out.T1,sacrifice.T2,diet.cat.in.T2,diet.cont.in.T2,date.T3,time.T3,d.time3,age.T3,T3.expct,instar.T3,mass.T3,chng.mass.T3,frass.T3,fed.T3,diet.cat.out.T2,diet.cont.out.T2,sacrifice.T3,diet.cat.in.T3,diet.cont.in.T3,date.T4,time.T4,d.time4,age.T4,T4.expct,instar.T4,mass.T4,chng.mass.T4,frass.T4,fed.T4,diet.cat.out.T3,diet.cont.out.T3,sacrifice.T4,diet.cat.in.T4,diet.cont.in.T4,date.T5,time.T5,d.time5,age.T5,T5.expct,instar.T5,mass.T5,chng.mass.T5,frass.T5,fed.T5,diet.cat.out.T4,diet.cont.out.T4,sacrifice.T5,diet.cat.in.T5,diet.cont.in.T5,date.T6,time.T6,d.time6,age.T6,T6.expct,instar.T6,mass.T6,chng.mass.T6,frass.T6,fed.T6,diet.cat.out.T5,diet.cont.out.T5,sacrifice.T6,diet.cat.in.T6,diet.cont.in.T6,date.T7,time.T7,d.time7,age.T7,T7.expct,instar.T7,mass.T7,chng.mass.T7,frass.T7,fed.T7,diet.cat.out.T6,diet.cont.out.T6,sacrifice.T7,diet.cat.in.T7,diet.cont.in.T7,date.T8,time.T8,d.time8,age.T8,T8.expct,instar.T8,mass.T8,chng.mass.T8,frass.T8,fed.T8,diet.cat.out.T7,diet.cont.out.T7,sacrifice.T8,diet.cat.in.T8,diet.cont.in.T8,date.T9,time.T9,d.time9,age.T9,T9.expct,instar.T9,mass.T9,chng.mass.T9,frass.T9,fed.T9,diet.cat.out.T8,diet.cont.out.T8,sacrifice.T9,diet.cat.in.T9,diet.cont.in.T9,date.T10,time.T10,d.time10,age.T10,instar.T10,T10.expct,mass.T10,chng.mass.T10,frass.T10,fed.T10,diet.cat.out.T9,diet.cont.out.T9,sacrifice.T10,diet.cat.in.T10,diet.cont.in.T10,date.T11,time.T11,d.time11,age.T11,T11.expct,instar.T11,mass.T11,chng.mass.T11,frass.T11,fed.T11,diet.cat.out.T10,diet.cont.out.T10,sacrifice.T11,diet.cat.in.T11,diet.cont.in.T11,date.T12,time.T12,d.time12,age.T12,T12.expct,instar.T12,mass.T12,chng.mass.T12,frass.T12,fed.T12,diet.cat.out.T11,diet.cont.out.T11,sacrifice.T12,diet.cat.in.T12,diet.cont.in.T12,date.T13,time.T13,d.time13,age.T13,T13.expct,instar.T13,mass.T13,chng.mass.T13,frass.T13,fed.T13,diet.cat.out.T12,diet.cont.out.T12,sacrifice.T13,diet.cat.in.T13,diet.cont.in.T13,date.T14,time.T14,d.time14,age.T14,T14.expct,instar.T14,mass.T14,chng.mass.T14,frass.T14,fed.T14,diet.cat.out.T13,diet.cont.out.T13,sacrifice.T14,diet.cat.in.T14,diet.cont.in.T14,date.T15,time.T15,d.time15,age.T15,T15.expct,instar.T15,mass.T15,chng.mass.T15,frass.T15,fed.T15,diet.cat.out.T14,diet.cont.out.T14,sacrifice.T15,diet.cat.in.T15,diet.cont.in.T15,date.T16,time.T16,d.time16,age.T16,T16.expct,instar.T16,mass.T16,chng.mass.T16,frass.T16,fed.T16,diet.cat.out.T15,diet.cont.out.T15,sacrifice.T16,diet.cat.in.T16,diet.cont.in.T16,date.T17,time.T17,d.time17,age.T17,T17.expct,instar.T17,mass.T17,chng.mass.T17,frass.T17,fed.T17,diet.cat.out.T16,diet.cont.out.T16,sacrifice.T17,diet.cat.in.T17,diet.cont.in.T17,date.T18,time.T18,d.time18,age.T18,T18.expct,instar.T18,mass.T18,chng.mass.T18,frass.T18,fed.T18,diet.cat.out.T17,diet.cont.out.T17,sacrifice.T18,diet.cat.in.T18,diet.cont.in.T18,date.T19,time.T19,d.time19,age.T19,T19.expct,instar.T19,mass.T19,chng.mass.T19,frass.T19,fed.T19,diet.cat.out.T18,diet.cont.out.T18,sacrifice.T19,diet.cat.in.T19,diet.cont.in.T19,date.T20,time.T20,d.time20,age.T20,T20.expct,instar.T20,mass.T20,chng.mass.T20,frass.T20,fed.T20,diet.cat.out.T19,diet.cont.out.T19,sacrifice.T20,diet.cat.in.T20,diet.cont.in.T20,date.T21,time.T21,d.time21,age.T21,T21.expct,instar.T21,mass.T21,chng.mass.T21,frass.T21,fed.T21,diet.cat.out.T20,diet.cont.out.T20,sacrifice.T21,diet.cat.in.T21,diet.cont.in.T21,date.T22,time.T22,d.time22,age.T22,T22.expct,instar.T22,mass.T22,chng.mass.T22,frass.T22,fed.T22,diet.cat.out.T21,diet.cont.out.T21,sacrifice.T22,diet.cat.in.T22,diet.cont.in.T22,date.T23,time.T23,d.time23,age.T23,T23.expct,instar.T23,mass.T23,chng.mass.T23,frass.T23,fed.T23,diet.cat.out.T22,diet.cont.out.T22,sacrifice.T23,diet.cat.in.T23,diet.cont.in.T23,date.T24,time.T24,d.time24,age.T24,T24.expct,instar.T24,mass.T24,chng.mass.T24,frass.T24,fed.T24,diet.cat.out.T23,diet.cont.out.T23,sacrifice.T24,diet.cat.in.T24,diet.cont.in.T24,date.T25,time.T25,d.time25,age.T25,T25.expct,instar.T25,mass.T25,chng.mass.T25,frass.T25,fed.T25,diet.cat.out.T24,diet.cont.out.T24,sacrifice.T25,diet.cat.in.T25,diet.cont.in.T25,date.T26,time.T26,d.time26,age.T26,T26.expct,instar.T26,mass.T26,chng.mass.T26,frass.T26,fed.T26,diet.cat.out.T25,diet.cont.out.T25,sacrifice.T26,diet.cat.in.T26,diet.cont.in.T26,date.T27,time.T27,d.time27,age.T27,T27.expct,instar.T27,mass.T27,chng.mass.T27,frass.T27,fed.T27,diet.cat.out.T26,diet.cont.out.T26,sacrifice.T27,diet.cat.in.T27,diet.cont.in.T27,date.T28,time.T28,d.time28,age.T28,T28.expct,instar.T28,mass.T28,chng.mass.T28,frass.T28,fed.T28,diet.cat.out.T27,diet.cont.out.T27,sacrifice.T28,diet.cat.in.T28,diet.cont.in.T28,date.T29,time.T29,d.time29,age.T29,T29.expct,instar.T29,mass.T29,chng.mass.T29,frass.T29,fed.T29,diet.cat.out.T28,diet.cont.out.T28,sacrifice.T29,diet.cat.in.T29,diet.cont.in.T29,date.T30,time.T30,d.time30,age.T30,T30.expct,instar.T30,mass.T30,chng.mass.T30,frass.T30,fed.T30,diet.cat.out.T29,diet.cont.out.T29,sacrifice.T30,diet.cat.in.T30,diet.cont.in.T30,date.T31,time.T31,d.time31,age.T31,T31.expct,instar.T31,mass.T31,chng.mass.T31,frass.T31,fed.T31,diet.cat.out.T30,diet.cont.out.T30,sacrifice.T31,diet.cat.in.T31,diet.cont.in.T31,date.T32,time.T32,d.time32,age.T32,T32.expct,instar.T32,mass.T32,chng.mass.T32,frass.T32,fed.T32,diet.cat.out.T31,diet.cont.out.T31,sacrifice.T32,diet.cat.in.T32,diet.cont.in.T32,date.T33,time.T33,d.time33,age.T33,T33.expct,instar.T33,mass.T33,chng.mass.T33,frass.T33,fed.T33,diet.cat.out.T32,diet.cont.out.T32,sacrifice.T33,diet.cat.in.T33,diet.cont.in.T33,date.T34,time.T34,d.time34,age.T34,T34.expct,instar.T34,mass.T34,chng.mass.T34,frass.T34,fed.T34,diet.cat.out.T33,diet.cont.out.T33,sacrifice.T34,diet.cat.in.T34,diet.cont.in.T34,date.T35,time.T35,d.time35,age.T35,T35.expct,instar.T35,mass.T35,chng.mass.T35,frass.T35,fed.T35,diet.cat.out.T34,diet.cont.out.T34,sacfifice.T35,diet.cat.in.T35,diet.cont.in.T35,date.T36,time.T36,d.time36,age.T36,T36.expct,instar.T36,mass.T36,chng.mass.T36,frass.T36,fed.T36,diet.cat.out.T35,diet.cont.out.T35,sacrifice.T36,diet.cat.in.T36,diet.cont.in.T36,date.T37,time.T37,d.time37,age.T37,T37.expct,instar.T37,mass.T37,chng.mass.T37,frass.T37,fed.T37,diet.cat.out.T36,diet.cont.out.T36,sacrifice.T37,diet.cat.in.T37,diet.cont.in.T37,date.T38,time.T38,d.time38,age.T38,T38.expct,instar.T38,diet.cont.out.T37,comments
1,30_c_1,control,30,B,10/31/2016,,,,0,0,11/3/2016,1,,,,1,,11/5/2016,T4,48,45.88333333,283.58,11/8/2016,T11,126,125.8833333,1203.59,11/12/2016,T15,216,8685.32,215.55,,,,,,,,0,,,,0,8.716666667,0,3,87.35,3782.76,2843.34,11/3/2016,15.06666667,6.35,6.35,6,3,139.07,51.72,30.88,1,3613.47,2777.37,0,2153.96,2198.74,11/4/2016,9.266666667,256.73,117.66,18.2,24.55,24,3,1,142.17,1705.45,2034.25,0,1291.89,1486.08,11/4/2016,15.18333333,5.916666667,30.46666667,30,3,253.86,-2.87,0,0,1210.64,1412.31,0,1371.96,1072.52,11/5/2016,6.6,15.41666667,45.88333333,48,4,283.58,29.72,0,0,1180.02,951.16,0,775.75,967.53,11/5/2016,15.05,8.45,54.33333333,54,4,351.54,67.96,6.56,1,580.91,853.9,0,720.59,560.24,11/6/2016,8.833333333,17.78333333,72.11666667,72,4,681.25,329.71,152.18,1,3.08,393.28,0,1772.66,1861.16,11/6/2016,15.01666667,6.183333333,78.3,78,4,922.59,241.34,55.68,1,1346.55,1774.73,0,5491.15,3564.05,11/7/2016,8.533333333,17.51666667,95.81666667,96,4,978.2,55.61,20.42,1,5025.13,3294.02,0,1886.8,1832.3,11/7/2016,14.76666667,6.233333333,102.05,102,4,1250.82,272.62,52.95,1,1410.61,1712.45,0,2047.77,2165.5,11/8/2016,8.483333333,17.71666667,119.7666667,4,120,1186.04,-64.78,26.55,1,1693.05,1783.44,0,2071.91,2711.88,11/8/2016,14.6,6.116666667,125.8833333,126,5,1203.59,17.55,0,0,1862.04,2565.14,0,4688.91,3934.07,11/9/2016,8.383333333,17.78333333,143.6666667,144,5,2349.05,1145.46,291.43,1,2840.12,3599.31,0,6241.64,9292.98,11/10/2016,8.516666667,24.13333333,167.8,168,5,5262.23,2913.18,1307.87,1,1431.3,8820.63,0,13660.02,9500.04,11/11/2016,8.483333333,23.96666667,191.7666667,192,5,8881.74,3619.51,3669.45,1,5396.02,9039.98,0,9127.83,7995.77,11/12/2016,8.266666667,23.78333333,215.55,216,w,8685.32,-196.42,,,,7523.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ran out of food at T6
2,30_c_2,control,30,B,10/31/2016,,,,0,0,11/3/2016,1,,,,1,,11/4/2016,T3,30,30.75,172.12,11/7/2016,T9,102,101.7666667,1085.97,11/11/2016,T14,192,8957.22,191.8,,,,,,,,0,,,,0,8.75,0,3,103.68,4090.74,2843.34,11/3/2016,15.03333333,6.283333333,6.283333333,6,3,154.13,50.45,25.43,1,3916.84,2777.37,0,2112.33,2198.74,11/4/2016,8.983333333,172.33,18.2,17.95,24.23333333,24,3,1,18.46,1896.59,2034.25,0,1109.59,1486.08,11/4/2016,15.5,6.516666667,30.75,30,4,172.12,-0.21,0.57,1,1017.04,1412.31,0,1585.81,1072.52,11/5/2016,7.016666667,15.51666667,46.26666667,48,4,415.38,243.26,81.58,1,1099.84,951.16,0,742.69,967.53,11/5/2016,16.06666667,9.05,55.31666667,54,4,612.22,196.84,62.9,1,359.42,853.9,0,757.44,560.24,11/6/2016,9,16.93333333,72.25,72,4,966.62,354.4,170.91,1,11.66,393.28,0,2581.16,1861.16,11/6/2016,15.06666667,6.066666667,78.31666667,78,4,1172.05,205.43,303.01,1,1898.46,1774.73,0,6061.44,3564.05,11/7/2016,8.883333333,17.81666667,96.13333333,96,4,1097.71,-74.34,27.96,1,5739.02,3294.02,0,1990.45,1832.3,11/7/2016,14.51666667,5.633333333,101.7666667,102,5,1085.97,-11.74,0,0,1858.11,1712.45,0,2534.67,2165.5,11/8/2016,8.733333333,18.21666667,119.9833333,5,120,2252.25,1166.28,394.81,1,541.14,1783.44,0,3135.9,2711.88,11/8/2016,14.83333333,6.1,126.0833333,126,5,2641.48,389.23,240.24,1,2317.77,2565.14,0,8759.87,3934.07,11/9/2016,8.3,17.46666667,143.55,144,5,5239.06,2597.58,1551.65,1,4031.57,3599.31,0,17554.44,9292.98,11/10/2016,8.416666667,24.11666667,167.6666667,168,5,8561.53,3322.47,4017.07,1,8828.22,8820.63,0,21698.15,9500.04,11/11/2016,8.55,24.13333333,191.8,192,w,8957.22,395.69,,,,9039.98,,,,,,,,,,,,,,,7523.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ran out of food at T6
3,30_c_3,control,30,B,10/31/2016,,,,0,0,11/3/2016,1,,,,1,,11/5/2016,T4,48,46.26666667,260.97,11/8/2016,T11,126,125.9833333,1519.11,11/12/2016,T15,216,9204.25,215.3833333,,,,,,,,0,,,,0,8.783333333,0,3,57.23,2691.54,2843.34,11/3/2016,14.96666667,6.183333333,6.183333333,6,3,95.2,37.97,8.65,1,2556.55,2777.37,0,2264.23,2198.74,11/4/2016,9.166666667,215.46,120.26,18.2,24.38333333,24,3,1,111.71,1857.37,2034.25,0,1228.22,1486.08,11/4/2016,15.4,6.233333333,30.61666667,30,3,241.69,26.23,41.94,1,1049.86,1412.31,0,1317.64,1072.52,11/5/2016,7.05,15.65,46.26666667,48,4,260.97,19.28,0,0,1147.83,951.16,0,781.09,967.53,11/5/2016,16.01666667,8.966666667,55.23333333,54,4,280.53,19.56,1.32,1,655.62,853.9,0,492.05,560.24,11/6/2016,9.05,17.03333333,72.26666667,72,4,523.66,243.13,52.92,1,10.88,393.28,0,1341.11,1861.16,11/6/2016,15.35,6.3,78.56666667,78,4,750.94,227.28,47.37,1,970.07,1774.73,0,5024.32,3564.05,11/7/2016,8.633333333,17.28333333,95.85,96,4,1365.77,614.83,290.32,1,3687.72,3294.02,0,1655.31,1832.3,11/7/2016,14.73333333,6.1,101.95,102,4,1468.92,103.15,115.1,1,1304.6,1712.45,0,2104.27,2165.5,11/8/2016,8.516666667,17.78333333,119.7333333,4,120,1431.18,-37.74,10.12,1,1742.23,1783.44,0,2197.02,2711.88,11/8/2016,14.76666667,6.25,125.9833333,126,5,1519.11,87.93,0,0,1938.15,2565.14,0,6239.6,3934.07,11/9/2016,8.75,17.98333333,143.9666667,144,5,2861.67,1342.56,460.21,1,3995.4,3599.31,0,5318.13,9292.98,11/10/2016,8.066666667,23.31666667,167.2833333,168,5,5527.88,2666.21,1683.52,1,122.85,8820.63,0,15546.48,9500.04,11/11/2016,8.5,24.43333333,191.7166667,192,5,9075.73,3547.85,3053.05,1,7401.75,9039.98,0,9816.54,7995.77,11/12/2016,8.166666667,23.66666667,215.3833333,216,w,9204.25,128.52,,,,7523.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ran out of food at T6
4,30_c_4,control,30,B,10/31/2016,,,,0,0,11/3/2016,1,,,,1,,11/5/2016,T5,54,55.03333333,259.16,11/8/2016,T11,126,125.55,1122.84,11/12/2016,T15,216,9493.27,215.0666667,,,,,,,,0,,,,0,9.166666667,0,3,67.23,3760.31,2843.34,11/3/2016,15.65,6.483333333,6.483333333,6,3,60.35,-6.88,0,0,3663.44,2777.37,0,1332.92,2198.74,11/4/2016,9.383333333,183.34,122.99,17.73333333,24.21666667,24,3,1,64.04,989.73,2034.25,0,1101.19,1486.08,11/4/2016,15.26666667,5.883333333,30.1,30,3,210.98,27.64,16.99,1,963.55,1412.31,0,1272.63,1072.52,11/5/2016,6.833333333,15.56666667,45.66666667,48,3,201.14,-9.84,0,0,1132.85,951.16,0,875.57,967.53,11/5/2016,16.2,9.366666667,55.03333333,54,4,259.16,58.02,6.87,1,663.12,853.9,0,952.07,560.24,11/6/2016,8.966666667,16.76666667,71.8,72,4,650,390.84,223.1,1,102.28,393.28,0,1686.62,1861.16,11/6/2016,14.93333333,5.966666667,77.76666667,78,4,800.54,150.54,78.11,1,1333.75,1774.73,0,3033.8,3564.05,11/7/2016,9.066666667,18.13333333,95.9,96,4,1138.13,337.59,108.67,1,2166.57,3294.02,0,1657.39,1832.3,11/7/2016,14.9,5.833333333,101.7333333,102,4,1168.79,30.66,24.93,1,1496.32,1712.45,0,3458.03,2165.5,11/8/2016,8.366666667,17.46666667,119.2,4,120,1152.64,-16.15,2.06,1,3027.36,1783.44,0,2003.25,2711.88,11/8/2016,14.71666667,6.35,125.55,126,5,1122.84,-29.8,0,0,1860.55,2565.14,0,6189.36,3934.07,11/9/2016,8.266666667,17.55,143.1,144,5,2071.73,948.89,249.93,1,4434.19,3599.31,0,8447.22,9292.98,11/10/2016,8.2,23.93333333,167.0333333,168,5,4553.41,2481.68,1760.89,1,3451.01,8820.63,0,8039.49,9500.04,11/11/2016,8.25,24.05,191.0833333,192,5,8057.88,3504.47,3123.92,1,702.49,9039.98,0,8330.9,7995.77,11/12/2016,8.233333333,23.98333333,215.0666667,216,w,9493.27,1435.39,,,,7523.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,30_c_5,control,30,B,10/31/2016,,,,0,0,11/3/2016,1,,,,1,,11/5/2016,T4,48,45.16666667,246.91,11/8/2016,T11,126,125.3833333,1464.64,11/12/2016,T15,216,9385.32,214.9166667,,,,,,,,0,,,,0,9.283333333,0,3,62.25,2743.37,2843.34,11/3/2016,15.26666667,5.983333333,5.983333333,6,3,111.24,48.99,12.91,1,2587.44,2777.37,0,1244.02,2198.74,11/4/2016,9.216666667,248.46,137.22,17.95,23.93333333,24,3,1,106.12,823.53,2034.25,0,849.39,1486.08,11/4/2016,14.98333333,5.766666667,29.7,30,3,274.68,26.22,39.57,1,689.42,1412.31,0,963.45,1072.52,11/5/2016,6.45,15.46666667,45.16666667,48,4,246.91,-27.77,3.42,1,846.73,951.16,0,932.32,967.53,11/5/2016,16.3,9.85,55.01666667,54,4,346.07,99.16,12.72,1,669.65,853.9,0,760.6,560.24,11/6/2016,9.1,16.8,71.81666667,72,4,825.95,479.88,83.82,1,1.46,393.28,0,2093.98,1861.16,11/6/2016,15.3,6.2,78.01666667,78,4,1130.59,304.64,92.49,1,1564.41,1774.73,0,5654.27,3564.05,11/7/2016,9.633333333,18.33333333,96.35,96,4,1510.78,380.19,123.19,1,4491.34,3294.02,0,1662.64,1832.3,11/7/2016,14.81666667,5.183333333,101.5333333,102,4,1570.53,59.75,37.22,1,1444.84,1712.45,0,2059.42,2165.5,11/8/2016,8.433333333,17.61666667,119.15,4,120,1519.07,-51.46,13.96,1,1688.41,1783.44,0,2508.39,2711.88,11/8/2016,14.66666667,6.233333333,125.3833333,126,5,1464.64,-54.43,0,0,2368.62,2565.14,0,4532.67,3934.07,11/9/2016,8.5,17.83333333,143.2166667,144,5,1830,365.36,48.75,1,3821.12,3599.31,0,6432.94,9292.98,11/10/2016,8.383333333,23.88333333,167.1,168,5,6127.13,4297.13,2211.15,1,1614.05,8820.63,0,10448.35,9500.04,11/11/2016,8.333333333,23.95,191.05,192,5,9441.23,3314.1,3729.05,1,2349.82,9039.98,0,8804.51,7995.77,11/12/2016,8.2,23.86666667,214.9166667,216,w,9385.32,-55.91,,,,7523.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ran out of food at T6
6,30_c_6,control,30,B,10/31/2016,,,,0,0,11/3/2016,1,,,,1,,11/5/2016,T4,48,45.46666667,221.84,11/8/2016,T11,126,125.7,1379.27,11/13/2016,T16,240,9109.47,239,,,,,,,,0,,,,0,9.3,0,3,50.14,3581.77,2843.34,11/3/2016,15.13333333,5.833333333,5.833333333,6,3,78.51,28.37,14.98,1,3431.11,2777.37,0,2351.6,2198.74,11/4/2016,9.316666667,188.78,110.27,18.18333333,24.01666667,24,3,1,122.19,1948.12,2034.25,0,927.18,1486.08,11/4/2016,15.35,6.033333333,30.05,30,3,229.72,40.94,25.3,1,769.26,1412.31,0,1137.49,1072.52,11/5/2016,6.766666667,15.41666667,45.46666667,48,4,221.84,-7.88,6.72,1,998.2,951.16,0,456.67,967.53,11/5/2016,15.61666667,8.85,54.31666667,54,4,256.9,35.06,5.59,1,295.74,853.9,0,936.27,560.24,11/6/2016,8.9,17.28333333,71.6,72,4,725.96,469.06,210.04,1,62.4,393.28,0,1487.02,1861.16,11/6/2016,14.96666667,6.066666667,77.66666667,78,4,908.95,182.99,124.8,1,1066.39,1774.73,0,4456.01,3564.05,11/7/2016,8.733333333,17.76666667,95.43333333,96,4,1466.27,557.32,231.05,1,3263.93,3294.02,0,1704.27,1832.3,11/7/2016,14.6,5.866666667,101.3,102,4,1490.2,23.93,75.26,1,1495.82,1712.45,0,2144.5,2165.5,11/8/2016,8.65,18.05,119.35,4,120,1436.57,-53.63,15.28,1,1801.82,1783.44,0,2054.85,2711.88,11/8/2016,15,6.35,125.7,126,5,1379.27,-57.3,0,0,1923.69,2565.14,0,5760.59,3934.07,11/9/2016,8.416666667,17.41666667,143.1166667,144,5,2814.15,1434.88,425.88,1,3519.68,3599.31,0,11250.53,9292.98,11/10/2016,8.616666667,24.2,167.3166667,168,5,2280.21,-533.94,64.25,1,8682.05,8820.63,0,7259.23,9500.04,11/11/2016,8.45,23.83333333,191.15,192,5,4256.49,1976.28,604.52,1,3978.3,9039.98,0,8682.75,7995.77,11/12/2016,8.4,23.95,215.1,216,5,8139.31,3882.82,2641.54,1,1313.88,7523.74,0,8406.47,6112.05,11/13/2016,8.3,23.9,239,240,w,9109.47,970.16,,,,5635.8,0,,9097.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ate unknown portion of frass T14-T15--still had food
