"num","treatment","temp","bug.id","tp.5","age.5","mass.5","tp.wander","mass.wander","age.wander","age.T8","instar.T8","mass.T8","age.T9","instar.T9","mass.T9","age.T10","instar.T10","mass.T10","age.T11","instar.T11","mass.T11","age.T12","instar.T12","mass.T12","age.T13","instar.T13","mass.T13","age.T14","instar.T14","mass.T14","age.T15","instar.T15","mass.T15","age.T16","instar.T16","mass.T16","age.T17","instar.T17","mass.T17","age.T18","instar.T18","mass.T18","age.T19","instar.T19","mass.T19","age.T20","instar.T20","mass.T20","age.T21","instar.T21","mass.T21","age.T22","instar.T22","mass.T22","age.T23","instar.T23","mass.T23","age.T24","instar.T24","mass.T24","age.T25","instar.T25","mass.T25","age.T26","instar.T26","mass.T26","age.T27","instar.T27","mass.T27","age.T28","instar.T28","mass.T28","age.T29","instar.T29","mass.T29","age.T30","instar.T30","mass.T30","age.T31","instar.T31","mass.T31","age.T32","instar.T32","mass.T32","age.T33","instar.T33","mass.T33","age.T34","instar.T34","mass.T34","age.T35","instar.T35","mass.T35","age.T36","instar.T36","mass.T36","mass.gain.T8","mass.gain.T9","mass.gain.T10","mass.gain.T11","mass.gain.T12","mass.gain.T13","mass.gain.T14","mass.gain.T15","mass.gain.T16","mass.gain.T17","mass.gain.T18","mass.gain.T19","mass.gain.T20","mass.gain.T21","mass.gain.T22","mass.gain.T23","mass.gain.T24","mass.gain.T25","mass.gain.T26","mass.gain.T27","mass.gain.T28","mass.gain.T29","mass.gain.T30","mass.gain.T31","mass.gain.T32","mass.gain.T33","mass.gain.T34","mass.gain.T35","mass.gain.T36","mass.gain.4","mass.gain.5","mass.gain.wan"
130,"control",20,"20_c_21","T23",408.0666667,893.19,"T33",9138.77,652.6666667,96.15,3,245.62,101.3,3,244.25,120.3333333,3,242.19,125.5666667,3,241.41,145.1333333,4,283.39,168.2166667,4,473.63,191.5666667,"4",761.51,214.95,"4",744.55,238.6666667,"4",815.1,261.9166667,"4",869.13,288.7833333,"4",891.24,314.2166667,"4",916.13,338.2666667,"4",935.08,360.3166667,"4",924.21,384.3333333,"4",919.02,408.0666667,"5",893.19,435.1333333,5,1278.44,460.1833333,5,1484.49,484.2833333,"5",2148.35,508.5166667,"5",3091.23,532.7666667,"5",4361.8,556,"5",5483.01,578.1333333,"5",6802.91,604.2333333,"5",8286.77,629.4833333,"5",9643.12,652.6666667,"w",9138.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.53,194.16,192.1,191.32,233.3,423.54,711.42,694.46,765.01,819.04,841.15,866.04,884.99,874.12,868.93,843.1,1228.35,1434.4,2098.26,3041.14,4311.71,5432.92,6752.82,8236.68,9593.03,9088.68,NA,NA,NA,233.3,843.1,9088.68
131,"control",20,"20_c_22","T22",384.3166667,1362.24,"T30",12650.39,578.3833333,96.2,3,219.25,101.1833333,3,221.72,120.3666667,3,215.93,125.4666667,3,214.72,145.1833333,4,201.51,168.0833333,4,290.96,191.7,"4",474.22,215.2,"4",478.53,239.1666667,"4",479.99,261.9833333,"4",744.2,288.25,"4",1168.35,314.65,"4",1468.47,338.65,"4",1424.14,360.25,"4",1415.79,384.3166667,"5",1362.24,408.3,"5",2135.76,434.9333333,5,2983.15,459.85,5,4357.79,484.4,"5",5995.48,508.7166667,"5",7670.17,532.8666667,"5",9945.59,556,"5",11398.19,578.3833333,"w",12650.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.34,183.81,178.02,176.81,163.6,253.05,436.31,440.62,442.08,706.29,1130.44,1430.56,1386.23,1377.88,1324.33,2097.85,2945.24,4319.88,5957.57,7632.26,9907.68,11360.28,12612.48,NA,NA,NA,NA,NA,NA,163.6,1324.33,12612.48
132,"control",20,"20_c_23","T19",314.05,1328.04,"T28",11479.23,532.65,96.06666667,3,228.71,101.3166667,3,227.75,120.25,4,217.78,125.55,4,244.9,145.05,4,355.31,168.2166667,4,581.89,191.4666667,"4",863.8,214.9333333,"4",1068.54,238.55,"4",1126.29,261.9166667,"4",1164.29,288.7,"4",1156.17,314.05,"5",1328.04,337.9666667,"5",1567.83,360.5666667,"5",2529.48,383.9833333,"5",3681.63,408.1166667,"5",5366.91,435.3833333,5,5894.15,459.7,5,8498.53,484.0833333,"5",9903.57,508.4166667,"5",11508.89,532.65,"w",11479.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.86,168.9,158.93,186.05,296.46,523.04,804.95,1009.69,1067.44,1105.44,1097.32,1269.19,1508.98,2470.63,3622.78,5308.06,5835.3,8439.68,9844.72,11450.04,11420.38,NA,NA,NA,NA,NA,NA,NA,NA,158.93,1269.19,11420.38
133,"control",20,"20_c_24","T22",384.0833333,1515.86,"T31",11990.46,604.2333333,95.81666667,3,219.59,101.1333333,3,232.38,119.95,3,221.91,125.2,3,221.18,144.7,4,226.14,167.9166667,4,376.22,191.7833333,"4",655.63,214.7333333,"4",704.02,238.7,"4",698.74,261.75,"4",944.44,288.7833333,"4",959.65,315.05,"4",1300.85,338.1,"4",1325.55,360.4,"4",1317.27,384.0833333,"5",1515.86,408.0666667,"5",2069.37,435.0833333,5,3704.47,460.2,5,4871.68,484.3,"5",5895.58,508.6333333,"5",7686.64,532.8833333,"5",9822.28,556.1,"5",11360.72,578.1,"5",12460.64,604.2333333,"w",11990.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.33,191.12,180.65,179.92,184.88,334.96,614.37,662.76,657.48,903.18,918.39,1259.59,1284.29,1276.01,1474.6,2028.11,3663.21,4830.42,5854.32,7645.38,9781.02,11319.46,12419.38,11949.2,NA,NA,NA,NA,NA,184.88,1474.6,11949.2
134,"control",20,"20_c_25","T18",288.5333333,1122.84,"T26",8888.36,484.2,95.66666667,3,213.57,101.3,3,212.34,119.8,4,201.06,125.2166667,4,224.39,144.55,4,351.83,167.9333333,4,564.83,191.5666667,"4",878.69,215.6,"4",1214.53,239.35,"4",1159.17,262.0666667,"4",1154.51,288.5333333,"5",1122.84,314.3666667,"5",1905.35,338.2666667,"5",2978.57,360.0666667,"5",4598.52,384.3166667,"5",6202.47,408.4333333,"5",7313.49,435.4666667,5,8541.83,459.8166667,5,9150.96,484.2,"w",8888.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.29,163.06,151.78,175.11,302.55,515.55,829.41,1165.25,1109.89,1105.23,1073.56,1856.07,2929.29,4549.24,6153.19,7264.21,8492.55,9101.68,8839.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.78,1073.56,8839.08
135,"control",20,"20_c_26","T20",337.0666667,1697.9,"T29",11516.72,554.4833333,96.7,3,227.2,101.7333333,3,226.27,119.0666667,4,223.58,124.5333333,4,255.14,144.8,4,419.08,166.8,4,398.22,191.7833333,"4",627.94,215.4,"4",879.7,238.2,"4",1232.26,265.1833333,"4",1563.82,291.1833333,"4",1525.86,314.8333333,"4",1516.8,337.0666667,"5",1697.9,361.0666667,"5",1650.98,384.6333333,"5",1999.37,411.9333333,"5",2501.06,436.4166667,5,3701.59,460.55,5,5400.82,485.05,"5",7259.55,509,"5",8933.86,532.45,"5",9454.72,554.4833333,"w",11516.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.73,173.8,171.11,202.67,366.61,345.75,575.47,827.23,1179.79,1511.35,1473.39,1464.33,1645.43,1598.51,1946.9,2448.59,3649.12,5348.35,7207.08,8881.39,9402.25,11464.25,NA,NA,NA,NA,NA,NA,NA,171.11,1645.43,11464.25
136,"control",20,"20_c_27","T19",314.9666667,1493.33,"T27",10928.68,509.05,97,3,191.72,102.0833333,3,190.76,119.2166667,4,180.45,124.7166667,4,179.68,144.9666667,4,291.18,166.7,4,464.57,191.6833333,"4",795.71,215.4,"4",1036.36,238.2666667,"4",1296.73,265,"4",1336.86,291.2666667,"4",1327.01,314.9666667,"5",1493.33,336.8,"5",1987.05,361.1666667,"5",3212.47,384.3833333,"5",4773.05,411.9666667,"5",6681.29,436.7,5,8908.83,460.8333333,5,10597.48,484.9,"5",11922.01,509.05,"w",10928.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.68,137.72,127.41,126.64,238.14,411.53,742.67,983.32,1243.69,1283.82,1273.97,1440.29,1934.01,3159.43,4720.01,6628.25,8855.79,10544.44,11868.97,10875.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.41,1440.29,10875.64
137,"control",20,"20_c_28","T18",291.2,1564.51,"T26",11219.48,484.55,96.85,3,265.68,101.85,3,264.66,119.1,4,256.94,124.7,4,303.74,145.2333333,4,427.36,166.7666667,4,687.93,191.8,"4",1067.07,215.2333333,"4",1368.93,238.2,"4",1394.02,265,"4",1382.58,291.2,"5",1564.51,314.6166667,"5",2394.91,337.0833333,"5",3095.81,361.0166667,"5",5000.84,384.5,"5",6787.46,412.0333333,"5",7097.27,436.55,5,9508.55,460.45,5,11401.92,484.55,"w",11219.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.31,198.29,190.57,237.37,360.99,621.56,1000.7,1302.56,1327.65,1316.21,1498.14,2328.54,3029.44,4934.47,6721.09,7030.9,9442.18,11335.55,11153.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.57,1498.14,11153.11
138,"control",20,"20_c_29","T22",383.7333333,1035.87,"T29",9253.94,554.2,96.65,3,186.86,101.8833333,3,186.21,118.9833333,3,184.51,124.7166667,4,176.6,144.7166667,4,248.65,166.4333333,4,426.59,192.3,"4",512.37,214.75,"4",568.56,238.6666667,"4",611.09,265.1166667,"4",921.94,291.35,"4",991.02,315.0666667,"4",1066.62,336.6166667,"4",1053.77,360.7,"4",1043.42,383.7333333,"5",1035.87,411.7333333,"5",1821.42,436.3833333,5,2669.12,460.3333333,5,3664.22,484.5833333,"5",4964.18,509.0833333,"5",6256.47,532.1,"5",7972.51,554.2,"w",9253.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.4,134.75,133.05,125.14,197.19,375.13,460.91,517.1,559.63,870.48,939.56,1015.16,1002.31,991.96,984.41,1769.96,2617.66,3612.76,4912.72,6205.01,7921.05,9202.48,NA,NA,NA,NA,NA,NA,NA,125.14,984.41,9202.48
139,"control",20,"20_c_30","T21",360.5833333,1359.8,"T28",11130.47,532.3666667,96.98333333,3,134.31,101.9166667,3,149.49,119.1833333,3,142.86,124.5333333,3,173.71,144.8166667,3,178.15,166.7666667,3,175.9,191.3166667,"4",257.48,215.1166667,"4",399.74,238.35,"4",644.47,264.85,"4",1062.93,290.65,"4",1406.58,314.9333333,"4",1409.86,336.65,"4",1404.69,360.5833333,"5",1359.8,384.2833333,"5",1935.74,411.6166667,"5",3287.74,436,5,4779.99,460.6166667,5,6558.76,484.6833333,"5",8409.28,508.7166667,"5",10045.39,532.3666667,"w",11130.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.24,88.42,81.79,112.64,117.08,114.83,196.41,338.67,583.4,1001.86,1345.51,1348.79,1343.62,1298.73,1874.67,3226.67,4718.92,6497.69,8348.21,9984.32,11069.4,NA,NA,NA,NA,NA,NA,NA,NA,196.41,1298.73,11069.4
14,"control",30,"30_c_7","T11",127.3,1347.71,"T16",9377.85,241.1333333,97.78333333,4,1353.04,103.7,4,1386.94,121.4166667,4,1365.54,127.3,5,1347.71,145.7833333,5,2210.96,169.8333333,5,4353.77,193.5,"5",7449.35,217.0166667,"5",10662.52,241.1333333,"w",9377.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302.99,1336.89,1315.49,1297.66,2160.91,4303.72,7399.3,10612.47,9327.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.06,1297.66,9327.8
140,"control",20,"20_c_31","T18",290.8166667,1247.57,"T27",10819.77,508.9,97,3,196.91,101.7333333,3,278.32,119.05,4,289.65,124.5833333,4,316.37,144.7166667,4,541.16,166.95,4,838.59,191.5166667,"4",1264.15,214.9833333,"4",1268.63,238.45,"4",1243.49,264.7,"4",1234.32,290.8166667,"5",1247.57,315.1833333,"5",1865.34,336.3666667,"5",2693.65,360.8166667,"5",3533.56,384.5,"5",5214.51,411.9,"5",6879.51,436.5166667,5,9449.34,460.2833333,5,10854.01,484.75,"5",11559.17,508.9,"w",10819.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.06,208.47,219.8,246.52,471.31,768.74,1194.3,1198.78,1173.64,1164.47,1177.72,1795.49,2623.8,3463.71,5144.66,6809.66,9379.49,10784.16,11489.32,10749.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.8,1177.72,10749.92
141,"control",20,"20_c_32","T21",360.8666667,1296.43,"T29",8738.38,554.15,96.45,3,176.62,101.5666667,3,171.55,118.8,3,164.79,124.3666667,3,163.44,144.5666667,3,160.53,166.7333333,4,149.82,191.9833333,"4",276.03,214.8666667,"4",434.21,238.2,"4",685.85,265.1333333,"4",1127.63,291.1833333,"4",1230.65,314.7333333,"4",1218.48,336.7666667,"4",1214.42,360.8666667,"5",1296.43,384.5833333,"5",1859,411.3,"5",2855.97,436.1,5,3808.56,460.45,5,4929.81,484.8,"5",5327.61,508.8333333,"5",5440.62,532.2166667,"5",7168.31,554.15,"w",8738.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.08,120.01,113.25,111.9,108.99,98.28,224.49,382.67,634.31,1076.09,1179.11,1166.94,1162.88,1244.89,1807.46,2804.43,3757.02,4878.27,5276.07,5389.08,7116.77,8686.84,NA,NA,NA,NA,NA,NA,NA,98.28,1244.89,8686.84
142,"control",20,"20_c_33","T21",360.75,1275.96,"T28",10395.24,532.25,96.6,3,211.74,101.7333333,3,210.41,118.9,4,198.93,124.6,4,228.01,145.0333333,4,265.83,166.85,4,427.51,191.4166667,"4",418.15,214.95,"4",672.38,238.35,"4",713.72,264.6666667,"4",1102.38,290.7,"4",1381.36,314.75,"4",1617.35,336.8,"4",1330.39,360.75,"5",1275.96,384.5666667,"5",1990.71,411.2333333,"5",2900.06,436.1333333,5,4167.05,460.3666667,5,5114.57,484.8,"5",6921.92,509.1833333,"5",8443.93,532.25,"w",10395.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.37,148.04,136.56,165.64,203.46,365.14,355.78,610.01,651.35,1040.01,1318.99,1554.98,1268.02,1213.59,1928.34,2837.69,4104.68,5052.2,6859.55,8381.56,10332.87,NA,NA,NA,NA,NA,NA,NA,NA,136.56,1213.59,10332.87
143,"control",20,"20_c_34","T20",336.4166667,1530.05,"T28",10474.12,532.2666667,96.2,3,202.09,101.4,3,201.24,118.55,3,200.36,124.3666667,3,198.92,144.9,4,244.42,166.2166667,4,411.12,192.1166667,"4",580.96,214.6333333,"4",821.43,238.4833333,"4",1120.9,264.4666667,"4",1371.52,290.8666667,"4",1348.2,314.95,"4",1339.98,336.4166667,"5",1530.05,360.5833333,"5",2275.79,384.4166667,"5",3357.54,411.35,"5",4870.42,435.9666667,5,6434.49,460.55,5,7890.06,484.5,"5",9485.02,508.65,"5",10827.49,532.2666667,"w",10474.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.98,151.13,150.25,148.81,194.31,361.01,530.85,771.32,1070.79,1321.41,1298.09,1289.87,1479.94,2225.68,3307.43,4820.31,6384.38,7839.95,9434.91,10777.38,10424.01,NA,NA,NA,NA,NA,NA,NA,NA,194.31,1479.94,10424.01
144,"control",20,"20_c_35","T19",314.5666667,1077.49,"T28",10134.25,532.2666667,96.81666667,3,195.88,101.8166667,3,195.34,119.0166667,4,183.01,124.45,4,206.64,144.7666667,4,229.11,166.8333333,4,349.13,191.3166667,"4",554.92,214.95,"4",844.48,238.25,"4",1093,264.6666667,"4",1093.02,290.5666667,"4",1084.44,314.5666667,"5",1077.49,336.7,"5",1522.98,360.9666667,"5",2150.93,384.25,"5",3258.51,411.8666667,"5",4408.24,436.3166667,5,5824.76,460.3166667,5,7617.47,484.4,"5",9030.21,508.6666667,"5",10268.08,532.2666667,"w",10134.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.73,151.19,138.86,162.49,184.96,304.98,510.77,800.33,1048.85,1048.87,1040.29,1033.34,1478.83,2106.78,3214.36,4364.09,5780.61,7573.32,8986.06,10223.93,10090.1,NA,NA,NA,NA,NA,NA,NA,NA,138.86,1033.34,10090.1
145,"control",20,"20_c_36","T19",315.0666667,1342.39,"T29",10328.72,554.05,96.66666667,3,297.12,101.7,3,197.01,119.15,4,187.26,124.3333333,4,196.07,144.6166667,4,320.21,166.65,4,565.12,191.8166667,"4",704.62,214.7833333,"4",1108.48,238.05,"4",1388.78,265.05,"4",1477.07,291.0333333,"4",1466.02,315.0666667,"5",1342.39,336.5833333,"5",2029.48,360.85,"5",2992.38,384.15,"5",3666.02,411.6666667,"5",4026.95,436.4833333,5,4995.68,460.5166667,5,6044.18,484.5666667,"5",6157.55,509.0833333,"5",7876.41,532.0166667,"5",9272.29,554.05,"w",10328.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.67,142.56,132.81,141.62,265.76,510.67,650.17,1054.03,1334.33,1422.62,1411.57,1287.94,1975.03,2937.93,3611.57,3972.5,4941.23,5989.73,6103.1,7821.96,9217.84,10274.27,NA,NA,NA,NA,NA,NA,NA,132.81,1287.94,10274.27
146,"control",20,"20_c_37","T21",360.45,1131.31,"T29",9064.62,554.1333333,96.26666667,3,122.45,101.4666667,3,141.89,118.6,3,181.07,124.2666667,3,180.81,144.4,3,178.86,166.6833333,4,170.16,191.9,"4",235.01,214.6833333,"4",373.25,238.1166667,"4",616.33,264.95,"4",1036.81,291.1,"4",1132.77,314.8,"4",1122.02,336.4333333,"4",1117.15,360.45,"5",1131.31,383.55,"5",1318.53,411.4666667,"5",1919.66,436.2333333,5,2387.67,460.0666667,5,3105.23,484.4166667,"5",4318.39,508.8,"5",6155.87,532.05,"5",7156.01,554.1333333,"w",9064.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.15,103.59,142.77,142.51,140.56,131.86,196.71,334.95,578.03,998.51,1094.47,1083.72,1078.85,1093.01,1280.23,1881.36,2349.37,3066.93,4280.09,6117.57,7117.71,9026.32,NA,NA,NA,NA,NA,NA,NA,131.86,1093.01,9026.32
147,"control",20,"20_c_38","T19",314.4,1524.27,"T26",11218.64,484.6333333,96.05,3,225.76,101.3333333,3,225.26,118.4166667,3,221.88,124.3166667,3,220.89,144.75,4,219.95,166.2,4,377.8,191.4666667,"4",637.59,215,"4",1003.15,237.8833333,"4",1453.32,264.75,"4",1375.87,290.8833333,"4",1365.96,314.4,"5",1524.27,336.7666667,"5",2185.38,360.7833333,"5",3648.94,384.15,"5",5252.79,411.35,"5",7286.75,436.4666667,5,9662.57,460.3666667,5,12026.08,484.6333333,"w",11218.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.02,171.52,168.14,167.15,166.21,324.06,583.85,949.41,1399.58,1322.13,1312.22,1470.53,2131.64,3595.2,5199.05,7233.01,9608.83,11972.34,11164.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.21,1470.53,11164.9
148,"control",20,"20_c_39","T22",384.1666667,1233.81,"T29",7442.37,553.9833333,96.06666667,3,173.26,101.1666667,3,187.07,118.4,3,177.36,124.1333333,3,176.63,144.75,3,174.94,166.25,4,228.76,191.8833333,"4",412.83,214.4833333,"4",409.64,238.25,"4",504.63,264.3333333,"4",726.53,290.65,"4",791.86,314.8166667,"4",1090.63,336.1833333,"4",1216.76,360.4666667,"4",1209.44,384.1666667,"5",1233.81,411.2,"5",1801.94,435.75,5,2198.51,460.2666667,5,3126.23,484.35,"5",4439.23,508.8833333,"5",6397.92,531.8666667,"5",7236.32,553.9833333,"w",7442.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.63,129.44,119.73,119,117.31,171.13,355.2,352.01,447,668.9,734.23,1033,1159.13,1151.81,1176.18,1744.31,2140.88,3068.6,4381.6,6340.29,7178.69,7384.74,NA,NA,NA,NA,NA,NA,NA,171.13,1176.18,7384.74
149,"control",20,"20_c_40","T22",384.25,1528.79,"T29",12073.61,553.9333333,96.08333333,3,175.24,101.3833333,3,179.67,118.4166667,3,230.21,124.0166667,3,225.48,144.7666667,3,224.53,166.1666667,3,222.95,191.8166667,"4",208.97,214.5166667,"4",312.66,238.1833333,"4",492.32,264.35,"4",747.62,290.5666667,"4",1109.47,314.85,"4",1552.68,336.1166667,"4",1574.84,360.4666667,"4",1567.11,384.25,"5",1528.79,411.4333333,"5",2376.54,436,5,3578.09,460.0333333,5,4905.21,484.3666667,"5",6618.02,508.8333333,"5",8745.51,531.8,"5",10398.7,553.9333333,"w",12073.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.42,127.85,178.39,173.66,172.71,171.13,157.15,260.84,440.5,695.8,1057.65,1500.86,1523.02,1515.29,1476.97,2324.72,3526.27,4853.39,6566.2,8693.69,10346.88,12021.79,NA,NA,NA,NA,NA,NA,NA,157.15,1476.97,12021.79
15,"control",30,"30_c_8","T11",127.0833333,1167.8,"T15",9856.01,217.3666667,97.68333333,4,1101.5,103.8333333,4,1252.73,121.4333333,4,1211.5,127.0833333,5,1167.8,145.55,5,2773.56,170.25,5,6549.79,193.2166667,"5",9574.34,217.3666667,"w",9856.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048.62,1199.85,1158.62,1114.92,2720.68,6496.91,9521.46,9803.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.11,1114.92,9803.13
150,"control",30,"30_c_24","T11",122.3666667,1181.2,"T16",7451.75,241.9333333,92.45,4,1023.3,98.33333333,4,1181.52,116.4833333,4,1187.66,122.3666667,5,1181.2,141.4666667,5,1908.62,164.95,5,3500.24,191.65,"5",6214.42,217.45,"5",9029.32,241.9333333,"w",7451.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.43,1116.65,1122.79,1116.33,1843.75,3435.37,6149.55,8964.45,7386.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.85,1116.33,7386.88
151,"control",30,"30_c_25","T9",98.23333333,1149.51,"T14",8720.48,191.8,92.35,4,1191.16,98.23333333,5,1149.51,116.6333333,5,1214.8,122.2833333,5,1581.68,141.55,5,3329.65,164.8833333,5,7424.17,191.8,"w",8720.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112.47,1070.82,1136.11,1502.99,3250.96,7345.48,8641.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.92,1070.82,8641.79
152,"control",30,"30_c_26","T13",164.85,1298.17,"T17",6032.66,263.5833333,92.4,4,726.8,98.41666667,4,797.51,116.4666667,4,952.69,122.25,4,986.06,141.5333333,4,953.09,164.85,5,1298.17,191.7666667,"5",2451.03,217.55,"5",4894.12,241.8833333,"5",6931.04,263.5833333,"w",6032.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.18,684.89,840.07,873.44,840.47,1185.55,2338.41,4781.5,6818.42,5920.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.96,1185.55,5920.04
153,"control",30,"30_c_27","T9",98.35,1124.57,"T14",8673.18,191.8666667,92.46666667,4,1104.59,98.35,5,1124.57,116.5833333,5,2108.2,122.3666667,5,2663.75,141.65,5,4957.06,164.8,5,8847.54,191.8666667,"w",8673.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988.49,1008.47,1992.1,2547.65,4840.96,8731.44,8557.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.52,1008.47,8557.08
