bug.id,treatment,temp,load,mass.T0,died,Timepoint,expct.hour,age,instar,tot.cnsmp,Date,time,fed,mass,mass.gain,log.mg,log.cnsmp
20_c_10,control,20,NA,49.32,0,T10,120,120.45,4,NA,323,9.916666667,0,193.87,144.55,4.97362546846236,NA
20_c_10,control,20,NA,49.32,0,T11,126,125.6333333,4,NA,323,15.1,1,235.34,186.02,5.22585419481432,NA
20_c_10,control,20,NA,49.32,0,T12,144,145.2,4,NA,324,10.66666667,1,350.96,301.64,5.70923425333445,NA
20_c_10,control,20,NA,49.32,0,T13,168,168.3333333,4,NA,325,9.8,1,541.48,492.16,6.19880386687722,NA
20_c_10,control,20,NA,49.32,0,T14,192,192.3166667,4,NA,326,9.783333333,1,930.02,880.7,6.78071704581141,NA
20_c_10,control,20,NA,49.32,0,T15,216,215.4166667,4,NA,327,8.883333333,1,1337.58,1288.26,7.16104774964667,NA
20_c_10,control,20,NA,49.32,0,T16,240,239.7333333,4,NA,328,9.2,1,1288.68,1239.36,7.12235039632639,NA
20_c_10,control,20,NA,49.32,0,T17,264,262.1333333,4,NA,329,7.6,0,1282.32,1233,7.11720550316434,NA
20_c_10,control,20,NA,49.32,0,T18,288,288.8166667,5,NA,330,10.28333333,0,1435.69,1386.37,7.23444409939059,NA
20_c_10,control,20,NA,49.32,0,T19,312,314.65,5,NA,331,12.11666667,1,2217.73,2168.41,7.68174945907081,NA
20_c_10,control,20,NA,49.32,0,T2,24,24.33333333,3,31.99546,319,9.8,1,82.96,33.64,3.51571583510475,3.46559401773452
20_c_10,control,20,NA,49.32,0,T20,336,338.6833333,5,NA,332,12.15,1,3509.81,3460.49,8.14916547652193,NA
20_c_10,control,20,NA,49.32,0,T21,360,360.8333333,5,NA,333,10.3,1,4589.32,4540,8.42068229103539,NA
20_c_10,control,20,NA,49.32,0,T22,384,384.5833333,5,NA,334,10.05,1,6522.93,6473.61,8.77548919170778,NA
20_c_10,control,20,NA,49.32,0,T23,408,409,w,NA,335,10.46666667,NA,9188.29,9138.97,9.12030296663195,NA
20_c_10,control,20,NA,49.32,0,T24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T3,30,29.83333333,3,41.13602,319,15.3,1,97.05,47.73,3.8655601310178,3.71688413671556
20_c_10,control,20,NA,49.32,0,T30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_10,control,20,NA,49.32,0,T4,48,48.25,3,71.17932,320,9.716666667,1,148.55,99.23,4.59744038792615,4.26520232679112
20_c_10,control,20,NA,49.32,0,T5,54,53.95,3,84.2477500000001,320,15.41666667,1,172.13,122.81,4.81063844562229,4.4337618626444
20_c_10,control,20,NA,49.32,0,T6,72,72.43333333,3,110.60891,321,9.9,1,208.86,159.54,5.07229467448298,4.70600064642207
20_c_10,control,20,NA,49.32,0,T7,78,78.06666667,3,120.70711,321,15.53333333,1,205.23,155.91,5.04927891768846,4.79336703274803
20_c_10,control,20,NA,49.32,0,T8,96,96.26666667,3,128.66966,322,9.733333333,0,202.44,153.12,5.03122192770464,4.85724834477482
20_c_10,control,20,NA,49.32,0,T9,102,101.6833333,3,132.21339,322,15.15,1,203.49,154.17,5.03805588967225,4.88441720821892
20_c_11,control,20,NA,35.31,0,T0,0,0,3,1,318,9.516666667,NA,35.31,1,0,0
20_c_11,control,20,NA,35.31,0,T1,6,6.633333333,3,8.19939000000001,318,16.15,1,40.96,5.65,1.73165554515835,2.10405976125921
20_c_11,control,20,NA,35.31,0,T10,120,120.8,3,140.75005,323,10.31666667,1,188.63,153.32,5.03252724051235,4.94698562225952
20_c_11,control,20,NA,35.31,0,T11,126,126.0166667,3,147.20295,323,15.53333333,0,190.46,155.15,5.04439239089439,4.99181224685483
20_c_11,control,20,NA,35.31,0,T12,144,145.25,3,157.94,324,10.76666667,1,186.21,150.9,5.0166173657738,5.06221521406944
20_c_11,control,20,NA,35.31,0,T13,168,169.05,4,178.58283,325,10.56666667,0,189.45,154.14,5.03786128034985,5.18505252720284
20_c_11,control,20,NA,35.31,0,T14,192,191.95,4,231.25605,326,9.466666667,1,312.34,277.03,5.62412580357206,5.44352553821247
20_c_11,control,20,NA,35.31,0,T15,216,216.1666667,4,295.93905,327,9.683333333,1,481.04,445.73,6.09971338753698,5.69015352095908
20_c_11,control,20,NA,35.31,0,T16,240,239.7666667,4,387.72836,328,9.283333333,1,754.21,718.9,6.57772226598983,5.96030499134388
20_c_11,control,20,NA,35.31,0,T17,264,262.05,4,463.06331,329,7.566666667,1,977.04,941.73,6.84771860928797,6.13786378339926
20_c_11,control,20,NA,35.31,0,T18,288,288.8,4,629.65535,330,10.31666667,1,1436.87,1401.56,7.2453411809621,6.44517260619969
20_c_11,control,20,NA,35.31,0,T19,312,314.7333333,4,646.61149,331,12.25,1,1367.51,1332.2,7.19458698997908,6.47174563500663
20_c_11,control,20,NA,35.31,0,T2,24,24.36666667,3,25.96502,319,9.883333333,1,56.56,21.25,3.05635689537043,3.25675024756365
20_c_11,control,20,NA,35.31,0,T20,336,338.4666667,4,650.86043,332,11.98333333,0,1359.31,1324,7.18841273649695,6.47829522598189
20_c_11,control,20,NA,35.31,0,T21,360,360.8666667,5,687.7257,333,10.38333333,0,1460.73,1425.42,7.26222178611849,6.53339006657415
