"bug.id","treatment","temp","load","mass.T0","died","Timepoint","expct.hour","age","instar","tot.cnsmp","Date","time","fed","mass","mass.gain","log.mg","log.cnsmp"
"20_c_23","control",20,NA,58.85,0,"T27",504,508.4166667,"5",4974.13564,339,14.31666667,1,11508.89,11450.04,9.34574850242607,8.51200689379451
"20_c_23","control",20,NA,58.85,0,"T28",528,532.65,"w",NA,340,14.55,NA,11479.23,11420.38,9.34315475761262,NA
"20_c_24","control",20,NA,41.26,0,"T22",384,384.0833333,"5",710.463940000001,334,10.01666667,0,1515.86,1474.6,7.29614204555555,6.56591819325833
"20_c_24","control",20,NA,41.26,0,"T23",408,408.0666667,"5",832.306340000001,335,10,1,2069.37,2028.11,7.61485960387127,6.72420057016867
"20_c_24","control",20,NA,41.26,0,"T24",432,435.0833333,"5",1322.34219,336,13.01666667,1,3704.47,3663.21,8.20609509119284,7.18715982958028
"20_c_24","control",20,NA,41.26,0,"T25",456,460.2,"5",1767.83205,337,14.13333333,1,4871.68,4830.42,8.48268869938786,7.47750924434145
"20_c_24","control",20,NA,41.26,0,"T26",480,484.3,"5",2110.7473,338,14.23333333,1,5895.58,5854.32,8.6749351292358,7.65479733438262
"20_c_24","control",20,NA,41.26,0,"T27",504,508.6333333,"5",2848.75256,339,14.56666667,1,7686.64,7645.38,8.94185682281787,7.95463647919924
"20_c_24","control",20,NA,41.26,0,"T28",528,532.8833333,"5",3834.64162,340,14.81666667,1,9822.28,9781.02,9.1881990520691,8.25183125963022
"20_c_24","control",20,NA,41.26,0,"T29",552,556.1,"5",4504.92077,341,14.03333333,1,11360.72,11319.46,9.33427864743913,8.41292558276237
"20_c_24","control",20,NA,41.26,0,"T30",576,578.1,"5",5142.02212,342,12.03333333,1,12460.64,12419.38,9.42701343475675,8.54520168964466
"20_c_24","control",20,NA,41.26,0,"T31",600,604.2333333,"w",NA,343,14.16666667,NA,11990.46,11949.2,9.388419609512,NA
"20_c_25","control",20,NA,49.28,0,"T18",288,288.5333333,"5",556.27638,330,10.51666667,0,1122.84,1073.56,6.97873550769918,6.32126525707503
"20_c_25","control",20,NA,49.28,0,"T19",312,314.3666667,"5",793.11248,331,12.35,1,1905.35,1856.07,7.52621662815218,6.67596505268606
"20_c_25","control",20,NA,49.28,0,"T20",336,338.2666667,"5",1119.96366,332,12.25,1,2978.57,2929.29,7.98251535182757,7.02105151733417
"20_c_25","control",20,NA,49.28,0,"T21",360,360.0666667,"5",1643.50152,333,10.05,1,4598.52,4549.24,8.4227154650264,7.40458431795934
"20_c_25","control",20,NA,49.28,0,"T22",384,384.3166667,"5",2286.26717,334,10.3,1,6202.47,6153.19,8.72472592550963,7.73467570979169
"20_c_25","control",20,NA,49.28,0,"T23",408,408.4333333,"5",2789.31064,335,10.41666667,1,7313.49,7264.21,8.89071482955488,7.93354976184824
"20_c_25","control",20,NA,49.28,0,"T24",432,435.4666667,"5",3217.42241,336,13.45,1,8541.83,8492.55,9.04694458756524,8.0763358241834
"20_c_25","control",20,NA,49.28,0,"T25",456,459.8166667,"5",3424.50672,337,13.8,1,9150.96,9101.68,9.11621429085023,8.1387127169663
"20_c_25","control",20,NA,49.28,0,"T26",480,484.2,"w",NA,338,14.18333333,NA,8888.36,8839.08,9.08693807781759,NA
"20_c_26","control",20,NA,52.47,0,"T20",336,337.0666667,"5",860.77159,333,11.16666667,0,1697.9,1645.43,7.40575702721721,6.75782918468071
"20_c_26","control",20,NA,52.47,0,"T21",360,361.0666667,"5",826.717130000001,334,11.16666667,1,1650.98,1598.51,7.3768272243452,6.71746259298263
